,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score
12,2,"{'id': 30502108, 'resource_state': 1}",Some runs I regret,5583.5,1661,1661,92.0,Run,0.0,3844312084,garmin_push_5314076818,4112865382.0,2020-07-31T17:15:38Z,2020-07-31T10:15:38Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365285, -122.137199]","[37.365235, -122.13726]",,,,37.365285,-122.137199,1,1,0,1,0,"{'id': 'a3844312084', 'summary_polyline': '_|`cFn|mhVJ?V\\ATOPwAfA]`@O`@a@jCGR]r@_ArAMZ?JHvAI^IPcAbB[\\YRc@NKFEPE`@EVENUXiAbAcA^SROf@Bp@Np@Th@Zb@NPp@\\l@PEGf@TpBlBJPA\\QNYAmBc@QCoBGk@DMFSVO\\CXAt@ADML_Aj@eBt@s@^aAn@iAj@}@j@cB|@WTa@L{@b@gAj@sBjAm@r@ELSV{@rA_AlAQLq@z@e@|@uAvB_A|B{@xASr@o@nAU\\a@P]Be@Lc@@KAc@M]Wc@G[MUMSEW?a@Vc@b@YPaAb@QLQTi@lAOvBU\\K@]EUMk@e@SKGIy@uBGaACcAMm@O{AOs@Ec@Me@Eo@Km@Oa@AUBMP_@VKf@GZW^UvAu@hCw@\\a@t@kC`@{AL[R[L]`@q@V{@T]v@{@ZUxBqAnAeArBkA`@WLM^k@f@sAb@o@Zq@Ni@TULONe@Jm@Di@c@oDFq@RQ~@W^a@vAkAf@]v@w@z@g@Z[b@k@x@q@~AyAfCiCdAy@rAqA`Am@~@aAtGeGbFqEXOJ@RDXR`@z@Pb@pCxDj@dAH^AD', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4112865382,3.362,4.6,83.5,23.0,True,140.0,154.0,False,True,135.0,69.6,1,0,False,18.0
13,2,"{'id': 30502108, 'resource_state': 1}",It’s too hot for a penguin to be running around,8298.7,2546,2546,91.0,Run,0.0,3835334605,garmin_push_5303552956,4102688114.0,2020-07-29T20:40:54Z,2020-07-29T13:40:54Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365233, -122.137213]","[37.365272, -122.137125]",,,,37.365233,-122.137213,2,2,0,1,0,"{'id': 'a3835334605', 'summary_polyline': 'u{`cFr|mhVBEGMkBkCe@w@W[s@mAGSWq@QMI@[P[DiCtBeAj@oA~@{AnAsArA[Rg@Ta@d@yCnC[`@mAlAyCfCa@h@{@n@GJURkBpA_AbAmAfAMF[^eAx@ORIRC`@@b@XhB@j@SzAMZ_@b@]|@e@v@{@dB_@j@[\\gA|@g@ZmAj@c@XwBjAs@j@OPGJy@~B_@r@q@nCg@`CKXMLMHsCd@}@f@eAdAo@Pa@Fo@NiCVgARi@H_@LqATo@Ve@JaB^}ATe@Du@BiBZaBd@mAf@g@Zi@N_@?m@I_@?OB[Z?h@CLGBm@m@IEa@@c@FU?_@Kc@Sg@OcC@y@Im@KkBQgASgAe@_Ac@YWE]K_@WOcAa@k@_@m@s@Q[Ma@S}A]{D_@aBgAsCI]Ga@}@cD_@w@W_AEWCkAIo@Ss@OqAMi@u@oB?MBGTM~B_@bAGn@IdCDpBAtBGdBDr@AnCL^?fAWl@Yn@m@JQ\\s@T_AN]ZcAdA{B^g@t@y@\\[`Ak@lBaAjA[XSl@YfA[bAa@dB}@lA]bBs@PCL@HCl@SREnAw@\\C`A@FApAB`@DlAZhBj@VDdBEn@Bv@APCVAfASVKj@c@r@Y\\S~@w@`Ao@d@I`@?XHp@d@nB`@LBd@ApA_Aj@g@d@[p@[RCf@@|@LZJ^Fz@Xb@TRRr@bAf@~@`@j@HRX`@Nf@lAnBZ`@Zr@TTD?NIbBiAx@]\\UzAyAfBuAX[dA{@j@q@fBuAt@w@d@_@h@k@nA_AVMxAyAd@_@NIP@r@Z?FLNPfAVh@R\\r@bAHXRTNXPPLX', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4102688114,3.26,4.6,83.2,28.0,True,150.1,178.0,False,True,108.6,25.4,0,0,False,54.0
14,2,"{'id': 30502108, 'resource_state': 1}",Quick run,3233.0,916,916,34.0,Run,0.0,3827796806,garmin_push_5294351173,4094161154.0,2020-07-28T16:07:39Z,2020-07-28T09:07:39Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365212, -122.137247]","[37.365398, -122.136836]",,,,37.365212,-122.137247,1,2,0,1,0,"{'id': 'a3827796806', 'summary_polyline': 'q{`cFx|mhVAMq@qAkBwC_@u@Mc@OW_@[]EWLe@b@gBpAo@h@WPWFIFyCfC[^aClBkHzGcBrA_FhEeAx@_A|@iA`A{AzA[`@E\\Dl@TjADn@Ef@GVSp@[`@_ArByApCWXj@m@`AkBl@_AP_@r@}@Ts@Fe@Ag@i@wBGk@NYZI^_@n@cA|BsBx@{@|@u@Zc@tCaCzFkFj@SxAmA|GmG\\U~ByBbAs@jAiA\\SPDj@b@PRh@pANh@h@jAh@r@PZ', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4094161154,3.529,4.7,84.6,23.0,True,153.8,173.0,False,True,106.6,83.0,1,0,False,24.0
15,2,"{'id': 30502108, 'resource_state': 1}",Thankful for cool weather,5896.4,1732,1732,76.0,Run,0.0,3821868173,garmin_push_5286990157,4087313802.0,2020-07-27T16:15:27Z,2020-07-27T09:15:27Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365222, -122.137177]","[37.365127, -122.137297]",,,,37.365222,-122.137177,5,1,0,1,0,"{'id': 'a3821868173', 'summary_polyline': 's{`cFj|mhV?GYg@a@k@CQuAsBi@eAYe@c@g@AESISHcA|@aAp@kA`AqAjAs@Xy@l@kAdAc@XuBjBoDpCSRgA|@cAfA_@Va@HYS{@wAm@_BUc@e@u@_@e@sAmCW]mAm@i@Oq@KiA]c@EQDUN}@x@i@l@IN]Ne@HM?gBMa@GQGy@g@a@Ic@Ba@JQFk@\\m@r@[Vo@z@WV}@XkCLy@@e@A{Ba@gBk@g@IoAAi@BO?a@IYm@Ea@EiE@w@H_BEeB@_GNkBAm@FmA?q@@o@?cCHsADmFVoBXu@Ru@PeADeBBg@AyC@YFm@Pc@^U^A\\@\\MN_@r@mCl@sALc@Xc@PGZYJAJDFHr@dB|ApC`@`ALd@Rd@^`@ZP^Hh@@hAArABb@DpB?XElBPjBb@f@Al@Gl@M`BMx@BfAT`AF`@Jl@~@b@`@dAd@\\BZCz@XTV`A|AvA~@v@Zh@@`AL|@d@VRd@l@f@b@dAj@\\L\\Ld@FZP`@XTZr@fBNVJb@@ZG\\Ur@EXOb@If@Gx@?ZFV`CxEnAfBj@~@r@pAV^H\\Pd@Z\\n@x@|B~DBF@V', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4087313802,3.404,4.7,83.7,23.0,True,160.5,179.0,False,True,106.8,38.2,3,0,False,61.0
17,2,"{'id': 30502108, 'resource_state': 1}",Afternoon Run,8317.6,2533,2533,99.0,Run,,3818486283,garmin_push_5281513904,4083323637.0,2020-07-23T21:17:15Z,2020-07-23T14:17:15Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365211, -122.137239]","[37.36523, -122.137131]",,,,37.365211,-122.137239,2,2,0,1,0,"{'id': 'a3818486283', 'summary_polyline': 'q{`cFv|mhVDCAGy@}@MQKc@y@uAW[]u@QSSc@Ma@SKSHa@V_@`@sAz@{@n@m@Ja@^yBzAgAdAcAfAg@^wAnA[Ry@x@o@f@eB`BwAhAuAtA[LSV_@TaA~@q@j@k@p@aBdAg@j@_@X]ZK^?p@^nCB\\El@G\\Md@e@j@_AlBc@dAq@tAa@^}BtAyDpBuAdAU^y@tBi@t@e@tAk@`DIZ[d@OJiANgAXu@d@OFUZk@f@g@PmARw@HgCh@m@Hq@PaANi@R_@FmAPqAXuCZYJeCj@w@ZKFoAn@c@Jk@Bm@G_@@g@ZGL?j@CDSKY]UMQAo@Ji@E}@g@k@Eo@?s@Fg@CmAWiBQiBa@k@U{@c@OMMe@Gc@SMe@Mc@Q]U_@[[g@So@YwAUuA]mCQ}@u@sBu@aCMq@q@cCWi@Qi@Ik@E}@o@mD_@wAg@gA?ONOf@MfBWr@IjAE|DBf@MTBrADpIJZCz@Uh@Y`@]Ze@Rc@Vu@Vi@L_@h@iAVaAr@oAZc@X[|@k@l@Sd@K\\M`Ae@z@Yb@Uh@OhAa@~@g@|FgBjAa@XOn@Wz@e@RC~@?`@CjA@hAXb@Rl@NNBl@Np@B`@CdCAfACh@E`@KT]`Ao@RS\\_@NUn@k@XQ`@A^@ZL\\Tb@P`B\\\\B^?VM^]~@cA`A}@XCd@Dh@LpARdAb@v@b@@FHF`@l@r@vAfAnBb@p@J\\dAxAHR`@f@HA`As@t@YVO|AqAdAgA|AoA~AyAf@a@~@_AfAs@jA}@b@c@Xa@X]jAiAnA_AXMD?VH\\\\Zd@?TFNf@dA~@rAjAxB', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4083323637,3.284,4.6,81.6,29.0,True,161.9,182.0,False,True,107.2,26.6,1,0,False,92.0
18,2,"{'id': 30502108, 'resource_state': 1}",Afternoon Run,5637.2,1780,1792,87.0,Run,,3803534528,garmin_push_5278340666,4065934054.0,2020-07-23T00:39:59Z,2020-07-22T17:39:59Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.372962, -122.140711]","[37.365474, -122.136861]",,,,37.372962,-122.140711,0,3,0,1,0,"{'id': 'a3803534528', 'summary_polyline': '_lbcFnrnhVYR}@jAwAjAUV_Av@OXAd@`@`D@VCXYjAq@z@y@fBMT]bA_@l@SX}FzDeAz@y@b@g@l@aAfBQf@c@~@Sh@sAjF]\\YHW@a@Ma@F_@R_@Xu@d@wApAWJOBGFEVPv@BZJ\\Dl@Ah@Jf@P^Nn@F`@BfBNfAJ\\PRXp@PRd@X^`@H@ZAb@GBYBwAd@uAZo@XIVHf@QNMXa@VYTCPDNDPNhARLBRN^HjACt@Gl@c@Li@n@qBN]dAuAj@mAfAcBlAuB\\_@jBqD`@a@f@u@x@k@pAc@`Aq@~@_@bBeAnBs@n@a@rCyAnAu@j@Wp@SNS@{AJ[LQLGh@Mh@CnA@nBd@\\BZCDM?WEO}@mAa@aAMOOMOG_@GYA}@SMGESU[Ge@IWEe@@[Pe@HG^Oh@Ij@]\\]Va@J_@Ca@@U@EXOd@Md@a@pAoBHUBc@Kq@Cc@@EP]~@eAJSXkAZsBLe@T_@f@a@d@SXUFIDYAEGKu@s@Yg@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4065934054,3.167,4.8,81.7,26.0,True,151.8,165.0,False,True,135.6,70.4,0,0,False,43.0
19,2,"{'id': 30502108, 'resource_state': 1}",Migraine Monday run,3231.5,970,970,35.0,Run,0.0,3791119761,garmin_push_5266050193,4052114243.0,2020-07-20T16:09:04Z,2020-07-20T09:09:04Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365212, -122.137211]","[37.365482, -122.136907]",,,,37.365212,-122.137211,0,2,0,1,0,"{'id': 'a3791119761', 'summary_polyline': 'q{`cFr|mhV@CQk@U[g@}@Ym@cAwA[k@_@kAYI_@J}ApA{AfAaAz@kBtA[X_B~A}@l@k@T_At@mBlBmBvAeA|@u@v@K\\_@f@w@n@_@HQPaCbBoAhAQTqB|Ag@d@U\\CLCd@D`@XpBEv@]~@q@`A_@dAa@`AWv@[h@`B{Cf@mAn@w@VcAFk@A]i@qCAUPa@TC`@Ub@_@t@w@xAiA|@w@h@[NGXUt@}@jAcAd@]HK`@{@`Aw@x@}@lAiATQ^Gx@m@ZO\\a@lBkBjCaC|CmC~AoA~@{@`@?^^NpAf@FvAhDV`@HR', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4052114243,3.331,4.8,82.2,24.0,True,154.1,181.0,False,True,106.6,82.8,0,0,False,28.0
20,2,"{'id': 30502108, 'resource_state': 1}",Evening runs are nice,9167.3,2908,2908,107.0,Run,0.0,3783177326,garmin_push_5257895146,4043277474.0,2020-07-19T02:12:55Z,2020-07-18T19:12:55Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365152, -122.137298]","[37.365234, -122.137289]",,,,37.365152,-122.137298,1,2,0,1,0,"{'id': 'a3783177326', 'summary_polyline': 'e{`cFb}mhV]s@a@g@g@y@gAuA[k@c@kASa@SUEAI?]PkDtCsBxAoClCo@d@w@\\MH{CrC_BnA{CpCa@Z{@|@{@l@qBhBw@j@{BtB}@n@i@d@SXAd@\\xBNr@Bd@Kr@Ul@QXYRK\\_AvA{@nBi@r@{BtAe@V_CdBWTc@Vc@\\_@d@]d@k@`AWf@e@hAc@vAa@hBOd@WT_DfAc@`@g@PULa@Z]Pu@JkCr@aAd@{@HiB^eC`@mAZmANsAJmAVyA`@wBz@mA^I@mAM[B]TGv@C@UCk@q@ICQ@a@Fi@EmAc@g@?sAF[?a@Eg@M}BU_AWa@OWOmAe@[OGGWcAmAi@e@W]]c@i@Qe@YoAe@kD_@gBM{@s@mBQgAw@kCQw@i@_AEMKo@Ai@Gg@[qAUsAOq@Ys@]cACUL[PUDAzAMd@MVCf@?pAMRaANaAFu@f@aDLc@JaALeCRe@Fw@DgA?cAFAVB^A^OhAy@^g@`AcAhBaCbAcAh@o@ZY`Am@Ja@|@mA|@yAFO~@i@b@?j@CpEAF@`A@r@CLSJg@AaCBmDHWr@Ix@AbBHd@?h@Bj@Af@Fd@JbAL^B`AHdBATHBL?ZEr@AdBPt@Bj@Gl@AxBEn@CvC?hCEz@HXHNP@X?h@EtA?bFzAb@Hl@@f@CLBv@DXIbAK~@Ot@aAf@]t@o@t@{@\\Qf@CXBHB`Aj@fAL~@TRBr@CXMnBiCPM^G^H`AJ|AXh@Td@Z`ApAtBvD\\h@fBdDZ^H@t@g@v@WnAmA~@s@z@y@bAy@XOh@o@\\]pFwEl@k@jB_BtBoBXMTB\\\\?LR\\LH?FLJ`@bAdA|AhApBBJGN', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4043277474,3.152,4.4,82.7,24.0,True,149.4,164.0,False,True,106.0,24.4,0,0,False,65.0
21,2,"{'id': 30502108, 'resource_state': 1}",Jello legs !!!,1615.4,544,544,14.0,Run,0.0,3776545123,garmin_push_5251306599,4035710778.0,2020-07-17T17:37:52Z,2020-07-17T10:37:52Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365392, -122.13727]","[37.365508, -122.136765]",,,,37.365392,-122.13727,0,0,3,1,0,"{'id': 'a3776545123', 'summary_polyline': 'u|`cF||mhVPEHM@GCIU_@e@k@gAeBs@}@aA_Ce@@IBgB~AqAbAeB~A]VeCdCaBtAaBnAwA|Ay@v@[RfCiCjCsBj@u@Z[t@m@|BuBv@m@`CsBrAoAb@WT@HDj@b@TTHZIVLh@\\b@h@j@t@fA', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4035710778,2.969,5.0,85.6,25.0,True,132.5,143.0,False,True,106.4,95.6,0,0,False,3.0
23,2,"{'id': 30502108, 'resource_state': 1}",Pre calisthenics,1621.1,468,468,11.0,Run,0.0,3776444908,garmin_push_5251203070,4035600160.0,2020-07-17T17:16:21Z,2020-07-17T10:16:21Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365397, -122.137318]","[37.365442, -122.136851]",,,,37.365397,-122.137318,0,2,6,1,0,"{'id': 'a3776444908', 'summary_polyline': 'u|`cFf}mhVLEJUCOGKa@m@EM_C}C[e@Yq@OQUWWCUFsArAgEdD{BvBcCvBYZcAx@y@z@kBbBzB{BbBsAnGkG~AuAtC{BpAqA^KVNR`@p@bCx@rA~@bAHP', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4035600160,3.464,4.1,84.1,26.0,True,137.9,152.0,False,True,107.0,95.2,0,0,False,4.0
24,2,"{'id': 30502108, 'resource_state': 1}",Morning Run,5070.2,1554,1558,81.0,Run,,3767079961,garmin_push_5241798671,4025170152.0,2020-07-15T17:05:40Z,2020-07-15T10:05:40Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365259, -122.137246]","[37.36512, -122.137203]",,,,37.365259,-122.137246,4,4,0,1,0,"{'id': 'a3767079961', 'summary_polyline': 'y{`cFx|mhVAOISa@i@IUiBsCc@cAOMWo@KMKEg@ASHw@j@cDrCy@n@WXeAr@E@mF}ByAa@iDwA_@KKGSYk@i@[e@YUm@}@Qg@GKg@y@MOy@Wk@GoBK{BCmBe@wDc@oDe@SC]@c@NgAl@oA`AcAl@wAdASHo@Ly@@{AGoBLmAEsAAcFMUBCJAbCa@lDMbD?bBCh@Q`@UNuBx@o@f@ULEC@CBBf@Qd@WT@x@[d@]r@_@lAFjA?h@@hCv@`@Db@@t@NrAAh@F~AGdAId@M|@c@dA_Ab@k@ZUXOj@ENBj@\\PNj@PvAV`ABZEb@Q|@uAb@e@TO\\IjAB`@EbARbA^v@`@HLZx@Xf@XZV^Zp@Zb@N`@bB`DXXJBVO^[|@[~@w@NE^S`Am@lBcBLG^_@\\_@`CwB\\Yp@q@vAgAvAuAd@[tAuAd@U\\JZ^R^@LTPpAtBz@lAl@dADR', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4025170152,3.263,4.7,82.7,24.0,True,157.3,178.0,False,True,111.4,46.0,2,0,False,47.0
25,2,"{'id': 30502108, 'resource_state': 1}",Afternoon Run,5620.4,1672,1672,85.0,Run,,3763381574,garmin_push_5238020311,4021080377.0,2020-07-14T21:59:12Z,2020-07-14T14:59:12Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365266, -122.137332]","[37.365226, -122.137237]",,,,37.365266,-122.137332,0,5,0,1,0,"{'id': 'a3763381574', 'summary_polyline': '{{`cFj}mhV@EJ?RTDPAJGFuAx@SPU\\i@pCQj@i@lAa@d@Yh@?^Ht@?\\CTYd@uApBgAd@GNCn@Qf@SX}@l@a@JI@YJU\\In@Dx@Nj@P\\\\d@`@TrAb@ZTd@n@b@\\XZDLB^MR[@cB[cBOmA?K?c@LQZCTDhAEZCBm@V]Ba@Jc@Vu@X_Ad@CDm@b@_A`@gAr@_Ad@m@VUL}Aj@aAl@s@Zc@Va@`@eBvCUPs@dAc@`Am@fAsAjBu@vAw@nAe@~@{@zCKPIFSDsAJe@A_@Eo@WUAc@I_@OWGGAa@Fc@V]\\aA\\]P]n@Sj@Mv@Bp@C^ADQTKDK?a@GaB_A[g@c@uAGYMiCGUI}@K]Gc@?k@GoBKa@EGGa@Dc@XO`@ITKl@c@hAo@`Co@\\MXQZm@j@aB^{@Le@Pc@RY`@iAt@yA`@c@bAm@bAg@`Au@f@YpAeAf@]j@g@n@eAZy@jAaBLa@LW^c@Rk@F[g@wBSo@O{@D_@RWn@_@p@k@l@]~@q@dA}@p@e@vAiBv@i@jEoDpAmAh@q@\\UPS`DaC^[^a@f@Wb@_@~@{@zCwBd@k@n@o@vAkAZCb@XARJXb@b@Xb@J\\l@lAjApBJPDP', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4021080377,3.361,4.3,83.2,30.0,True,160.2,176.0,False,True,132.4,69.4,0,0,False,57.0
26,2,"{'id': 30502108, 'resource_state': 1}",That was a GRINDER,9662.9,3257,3257,109.0,Run,0.0,3754004837,garmin_push_5228487789,4010527306.0,2020-07-12T23:19:22Z,2020-07-12T16:19:22Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365237, -122.137255]","[37.364658, -122.137515]",,,,37.365237,-122.137255,0,6,0,1,0,"{'id': 'a3754004837', 'summary_polyline': 'u{`cFz|mhVGUg@}@Yc@}@gAwBeDm@a@ODi@h@g@De@XsAdAOP]T}@|@_At@o@v@w@n@cBdBkAdAa@b@sApAyAnAuAbAcAbAs@f@mAjAqBbB[Vm@^{BrBQVQ^?h@RtAJ`@Df@Ed@[bAs@bAY~@Yb@w@xBWd@a@`@e@Zw@`@iAt@{@n@aAh@iAv@k@n@CFa@\\uApCa@hAw@fDOXYTiAb@}@Tw@ZcAfAWPe@Te@NqBZi@L{Ab@a@HyC\\e@JmAZs@LwD`@wCx@_Br@aBh@_@BmAMa@JQ\\@XENGAgAw@S@]Fe@Bc@Kg@Wa@KyAF_@Ae@E_AScAIg@IaBa@{@c@c@OYOSa@Ag@CEo@a@OIWE{@e@i@w@Uu@AY_@aBKi@McBc@sB{@cCYsAMg@Ys@WcAk@iAKk@E_@?o@Gi@]cBu@gC]{@GU?MHMXObDWhAMvALf@AZ@t@Cj@?p@MN?VD|@?tBRd@E^Fb@NR?bBc@~@e@n@}@Xm@Ro@\\m@x@eBN]Li@`@{@Rk@P]PS\\WfCeA`Bg@tBu@VIhBq@bBs@~@YZQ\\GjAk@\\KXALGLI^KZWH_@JeBFcEHcBCm@HqC?uCJaBAwAFc@Bm@?m@FaAGsC@g@Fm@?qAFuCNsB?_@DWr@{BDsAJq@@g@BaBCk@Bg@Lg@VUVAl@BRORUPe@Lo@Tg@ZcADGRMXe@^{@J]LQNFR^f@fAZb@tAbEPZd@r@\\\\XL^F^@p@OdAD`@F^C^F^@`A?\\Gb@@fAP|@XXNb@D~@E^G|@EZEvAG`@B~AZ\\BVJf@n@fAx@l@RnABXNNPR\\Nz@V\\VRhBp@zB\\|@VRLx@|@`@XZJb@RlB`Ax@d@VTV|@Bd@NZJj@@r@DRQ|AUbAMhA@n@Jb@tAxBlBrChAnBJVZb@BTAPl@`AtAxAfAbBf@~@`@j@VNl@@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,4010527306,2.967,4.5,81.5,33.0,True,164.1,177.0,False,True,106.2,30.6,0,0,False,129.0
27,2,"{'id': 30502108, 'resource_state': 1}",Morning Run,5887.0,1781,1781,87.0,Run,,3737177191,garmin_push_5211783380,3991704667.0,2020-07-09T16:09:34Z,2020-07-09T09:09:34Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365282, -122.136828]","[37.365203, -122.137184]",,,,37.365282,-122.136828,1,4,1,1,0,"{'id': 'a3737177191', 'summary_polyline': '_|`cFdzmhVOWs@cAUc@_BaCMYMQa@cAW?UPqApAoDvCiBbBeB|Ak@^a@N]RoAbAa@X_@b@o@n@w@l@q@l@}ArAOJQBSSsAsBe@gAU]Wo@OW_AgAc@k@Oi@KQo@e@q@[sA_@mAQe@C_@Le@b@]h@eAnAIDUFc@P}@A{@KQEa@Q]Y]QMA[@a@Jc@Ty@z@u@l@_@RWRc@Pw@P{CH}@@]CqCo@aA[gASg@MiCQCEAWFo@Ee@@{@NOHy@Au@NuD@yALgE?aBFuA@u@?mGDkAFkDTeCV_AN}@FSDk@Di@R{GLi@TMTEN@T?b@KPa@n@{C`@gAPq@r@i@LSVUv@tAj@zARj@v@|AVt@Rd@X^x@b@XF^@rAEfAPh@DbABlB@nANb@Bb@Pb@D`@@j@I|@?jAIn@Af@Fx@Bt@H^NVTz@`AXRh@RpBDTNRXb@z@^j@\\ZXPdAh@bARJ?VDtAf@dAt@j@f@|Ax@XJ`Ap@ZZPZL^BXJ^XtA?rAEd@Mr@QjAGTAx@F\\NZn@r@l@`APPj@hAn@v@jBzC@RZ`@Rf@tArBrAzB', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3991704667,3.305,4.4,84.6,23.0,True,159.6,175.0,False,True,106.8,37.6,0,0,False,59.0
28,2,"{'id': 30502108, 'resource_state': 1}",So sore,6448.8,2010,2010,74.0,Run,0.0,3728101351,garmin_push_5202631116,3981792101.0,2020-07-07T17:09:04Z,2020-07-07T10:09:04Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365255, -122.136931]","[37.365078, -122.137344]",,,,37.365255,-122.136931,0,5,0,1,0,"{'id': 'a3728101351', 'summary_polyline': 'y{`cFzzmhVCWo@aA_AcBiAgBQc@EYYi@QI]R{@~@s@n@iBlAwBpBsAv@c@^i@Z[X_@R_@^eBvAw@z@qB`B]\\{AbAc@d@a@h@mAbAkBpA[Z[TaDzCy@l@[XSf@Bd@RhAHv@@p@Cb@g@hAa@f@G\\s@lAYp@O`@_@t@]`@}@z@c@PgAj@oBtAg@VeA|@Y\\e@`AQVQb@]b@a@x@Uv@g@pAEl@Ih@]\\cAb@uAf@cAn@k@f@s@ZoAZ{@Ju@Nw@T}@LkGzAqB\\{ALyAV]Pi@LqDvAg@Le@Ay@K_@JOHK@p@_@ZCTFf@DXCh@OpD{A~@WrAWjBOrBa@`Ck@nB_@v@SxAOf@OZEl@QpAWTIdAq@vAs@hCy@Zc@JYVmAf@_Bt@yAL]^m@b@iATWvAeALO`Ai@|B_BTKfAy@\\[FDZQpA_CNe@d@}@Z[Pa@Nm@Bo@YkAYkBF_@RWxB}ArDkDr@k@~@aAXQbAcAz@m@rBmBvBeB`@a@b@UVU~AaBf@OtEgExE_E^W`@QZJ^b@P\\HDBNj@vA`@j@^z@j@hAPRb@v@DNCFy@h@OLDDhA_AFQES', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3981792101,3.208,5.3,83.7,24.0,True,153.9,169.0,False,True,112.2,52.4,0,0,False,53.0
29,2,"{'id': 30502108, 'resource_state': 1}",Post calisthenics run,1632.6,491,491,21.0,Run,0.0,3722827975,garmin_push_5197376713,3976034471.0,2020-07-06T17:15:23Z,2020-07-06T10:15:23Z,(GMT-08:00) America/Los_Angeles,-25200.0,"[37.365397, -122.137086]","[37.365378, -122.136777]",,,,37.365397,-122.137086,0,2,0,1,0,"{'id': 'a3722827975', 'summary_polyline': 'u|`cFx{mhVPGLK@ECMQUa@s@w@eAa@w@y@iAIQ]sAc@Ga@TaBvA}AdAUVwAfA_B~AaBtAyAxAiC~Bc@\\g@f@xAqAh@o@dAaAVM|@{@vFwEr@s@zAsAnC_CPCTFNHPRPf@BLCDn@jA^dAT\\P`@n@|@', 'resource_state': 2}",False,False,False,False,everyone,False,,False,3976034471,3.325,4.2,83.7,25.0,True,149.3,170.0,False,True,107.6,95.6,0,0,False,11.0
